УКРАЇНА 45962947 45778534 45633637
Сумська область 1172317 1161544 1152333
Міське населення 787620 782984 779209
Сільське населення 384697 378560 373124
Суми (міськрада) 275153 273870 272540
Міське населення 272326 271016 269663
м. Суми 272326 271016 269663
Сільське населення 2827 2854 2877
Глухів (міськрада) 35319 35193 35017
Міське населення 35089 34962 34790
м. Глухів 35089 34962 34790
Сільське населення 230 231 227
Конотоп (міськрада) 94059 93484 93286
Міське населення 89816 89243 89046
м. Конотоп 89816 89243 89046
Сільське населення 4243 4241 4240
Лебедин (міськрада) 27056 26967 26927
Міське населення 26382 26302 26260
м. Лебедин 26382 26302 26260
Сільське населення 674 665 667
Охтирка (міськрада) 49566 49381 49307
Міське населення 49325 49141 49084
м. Охтирка 49325 49141 49084
Сільське населення 241 240 223
Ромни (міськрада) 44871 44382 43816
Міське населення 44429 43940 43378
м. Ромни 44429 43940 43378
Сільське населення 442 442 438
м. Шостка 80683 80068 79657
Білопільський район 54444 53766 53266
Міське населення 31623 31401 31315
м. Білопілля 17016 16880 16873
м. Ворожба 7651 7582 7515
смт Жовтневе 4375 4361 4360
смт Улянівка 2581 2578 2567
Сільське населення 22821 22365 21951
Буринський район 28292 27651 27153
Міське населення 9456 9319 9222
м. Буринь 9456 9319 9222
Сільське населення 18836 18332 17931
Великописарівський район 21260 20839 20479
Міське населення 7206 7212 7183
смт Велика Писарівка 4476 4463 4469
______________________________________________________________________________
Чисельність наявного населення України на 1 січня 2012 року
Державна служба статистики України 92
3. ЧИСЕЛЬНІСТЬ НАЯВНОГО НАСЕЛЕННЯ НА 1 СІЧНЯ
______________________________________________________________________________
(осіб)
2010 1 2011 1 2012
смт Кириківка 2730 2749 2714
Сільське населення 14054 13627 13296
Глухівський район 25847 25335 24890
Міське населення 4204 4141 4086
смт Червоне 1589 1569 1544
смт Шалигине 2615 2572 2542
Сільське населення 21643 21194 20804
Конотопський район 32344 31951 31525
Міське населення 2670 2640 2649
смт Дубов'язівка 2670 2640 2649
Сільське населення 29674 29311 28876
Краснопільський район 30163 29923 29708
Міське населення 10613 10578 10512
смт Краснопілля 8403 8363 8325
смт Угроїди 2210 2215 2187
Сільське населення 19550 19345 19196
Кролевецький район 41147 40614 40201
Міське населення 24019 23810 23667
м. Кролевець 24019 23810 23667
Сільське населення 17128 16804 16534
Лебединський район 22462 21947 21509
Сільське населення 22462 21947 21509
Липоводолинський район 20746 20363 20009
Міське населення 5391 5350 5321
смт Липова Долина 5391 5350 5321
Сільське населення 15355 15013 14688
Недригайлівський район 26640 26210 25915
Міське населення 9098 9014 8942
смт Недригайлів 5831 5795 5762
